"ORDEN","FECHA_ORDEN","FECHA_DESPACHO","ANO_ORDEN","TIPO_DESPACHO","CLIENTE","SEGMENTO","PAIS","CIUDAD","ESTADO","REGION","IDPRODUCTO","CATEGORIA","SUBCATEGORIA","NOMBRE_PRODUCTO","VENTAUSD","CANTIDAD","DESCUENTO","UTILIDAD_EMPRESA"
"US-2015-145436-230","2/28/15","3/4/15",2015,"Standard Class","Valerie Dominguez","Consumer","United States","Columbia","Tennessee","South","FUR-CH-10004477","Furniture","Chairs","Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408
"US-2014-156216-231","9/13/14","9/17/14",2014,"Standard Class","Erin Ashbrook","Corporate","United States","Charlotte","North Carolina","South","OFF-BI-10001679","Office Supplies","Binders","GBC Instant Index System for Binding Systems",18.648,7,0.7,-12.432
"US-2017-100930-232","4/7/17","4/12/17",2017,"Standard Class","Christopher Schild","Home Office","United States","Tampa","Florida","South","FUR-TA-10001705","Furniture","Tables","Bush Advantage Collection Round Conference Table",233.86,2,0.45,-102.048
"US-2017-100930-233","4/7/17","4/12/17",2017,"Standard Class","Christopher Schild","Home Office","United States","Tampa","Florida","South","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops",620.6145,3,0.45,-248.2458
"US-2017-100930-234","4/7/17","4/12/17",2017,"Standard Class","Christopher Schild","Home Office","United States","Tampa","Florida","South","OFF-BI-10001679","Office Supplies","Binders","GBC Instant Index System for Binding Systems",5.328,2,0.7,-3.552
"US-2017-100930-235","4/7/17","4/12/17",2017,"Standard Class","Christopher Schild","Home Office","United States","Tampa","Florida","South","FUR-FU-10004017","Furniture","Furnishings","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0
"US-2017-100930-236","4/7/17","4/12/17",2017,"Standard Class","Christopher Schild","Home Office","United States","Tampa","Florida","South","TEC-AC-10003832","Technology","Accessories","Logitech P710e Mobile Speakerphone",617.976,3,0.2,-7.7247
"CA-2017-160514-237","11/12/17","11/16/17",2017,"Standard Class","David Bremer","Corporate","United States","Santa Clara","California","West","OFF-PA-10002479","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",10.56,2,0,4.752
"CA-2016-157749-238","6/4/16","6/9/16",2016,"Second Class","Ken Lonsdale","Consumer","United States","Chicago","Illinois","Central","OFF-PA-10003349","Office Supplies","Paper","Xerox 1957",25.92,5,0.2,9.396
"CA-2016-157749-239","6/4/16","6/9/16",2016,"Second Class","Ken Lonsdale","Consumer","United States","Chicago","Illinois","Central","FUR-FU-10000576","Furniture","Furnishings","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",419.68,5,0.6,-356.728
"CA-2016-157749-240","6/4/16","6/9/16",2016,"Second Class","Ken Lonsdale","Consumer","United States","Chicago","Illinois","Central","FUR-FU-10004351","Furniture","Furnishings","Staple-based wall hangings",11.688,3,0.6,-4.6752
"CA-2016-157749-241","6/4/16","6/9/16",2016,"Second Class","Ken Lonsdale","Consumer","United States","Chicago","Illinois","Central","TEC-PH-10000011","Technology","Phones","PureGear Roll-On Screen Protector",31.984,2,0.2,11.1944
"CA-2016-157749-242","6/4/16","6/9/16",2016,"Second Class","Ken Lonsdale","Consumer","United States","Chicago","Illinois","Central","FUR-TA-10002607","Furniture","Tables","KI Conference Tables",177.225,5,0.5,-120.513
"CA-2016-157749-243","6/4/16","6/9/16",2016,"Second Class","Ken Lonsdale","Consumer","United States","Chicago","Illinois","Central","FUR-FU-10002505","Furniture","Furnishings","Eldon 100 Class Desk Accessories",4.044,3,0.6,-2.8308
"CA-2016-157749-244","6/4/16","6/9/16",2016,"Second Class","Ken Lonsdale","Consumer","United States","Chicago","Illinois","Central","OFF-AR-10004685","Office Supplies","Art","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038
"CA-2014-131926-245","6/1/14","6/6/14",2014,"Second Class","Dianna Wilson","Home Office","United States","Lakeville","Minnesota","Central","FUR-CH-10004063","Furniture","Chairs","Global Deluxe High-Back Manager's Chair",2001.86,7,0,580.5394
"CA-2014-131926-246","6/1/14","6/6/14",2014,"Second Class","Dianna Wilson","Home Office","United States","Lakeville","Minnesota","Central","OFF-ST-10002276","Office Supplies","Storage","Safco Steel Mobile File Cart",166.72,2,0,41.68
"CA-2014-131926-247","6/1/14","6/6/14",2014,"Second Class","Dianna Wilson","Home Office","United States","Lakeville","Minnesota","Central","OFF-PA-10004082","Office Supplies","Paper","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0,23.94
"CA-2014-131926-248","6/1/14","6/6/14",2014,"Second Class","Dianna Wilson","Home Office","United States","Lakeville","Minnesota","Central","OFF-AP-10002945","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",1503.25,5,0,496.0725
"CA-2014-131926-249","6/1/14","6/6/14",2014,"Second Class","Dianna Wilson","Home Office","United States","Lakeville","Minnesota","Central","OFF-PA-10000061","Office Supplies","Paper","Xerox 205",25.92,4,0,12.4416
"CA-2016-154739-250","12/10/16","12/15/16",2016,"Second Class","Logan Haushalter","Consumer","United States","San Francisco","California","West","FUR-CH-10002965","Furniture","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
"CA-2016-145625-251","9/11/16","9/17/16",2016,"Standard Class","Kelly Collister","Consumer","United States","San Diego","California","West","OFF-PA-10004569","Office Supplies","Paper","Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,3.5767
"CA-2016-145625-252","9/11/16","9/17/16",2016,"Standard Class","Kelly Collister","Consumer","United States","San Diego","California","West","TEC-AC-10003832","Technology","Accessories","Logitech P710e Mobile Speakerphone",3347.37,13,0,636.0003
"CA-2016-146941-253","12/10/16","12/13/16",2016,"First Class","Delfina Latchford","Consumer","United States","New York City","New York","East","OFF-ST-10001228","Office Supplies","Storage","Fellowes Personal Hanging Folder Files, Navy",80.58,6,0,22.5624
"CA-2016-146941-254","12/10/16","12/13/16",2016,"First Class","Delfina Latchford","Consumer","United States","New York City","New York","East","OFF-EN-10003296","Office Supplies","Envelopes","Tyvek Side-Opening Peel & Seel Expanding Envelopes",361.92,4,0,162.864
"US-2015-159982-255","11/28/15","12/4/15",2015,"Standard Class","Dan Reichenbach","Corporate","United States","Chicago","Illinois","Central","FUR-FU-10002505","Furniture","Furnishings","Eldon 100 Class Desk Accessories",12.132,9,0.6,-8.4924
"US-2015-159982-256","11/28/15","12/4/15",2015,"Standard Class","Dan Reichenbach","Corporate","United States","Chicago","Illinois","Central","OFF-ST-10004804","Office Supplies","Storage","Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624
"US-2015-159982-257","11/28/15","12/4/15",2015,"Standard Class","Dan Reichenbach","Corporate","United States","Chicago","Illinois","Central","OFF-ST-10001590","Office Supplies","Storage","Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.044
"US-2015-159982-258","11/28/15","12/4/15",2015,"Standard Class","Dan Reichenbach","Corporate","United States","Chicago","Illinois","Central","TEC-PH-10001580","Technology","Phones","Logitech Mobile Speakerphone P710e - speaker phone",647.904,6,0.2,56.6916
"CA-2017-163139-259","12/1/17","12/3/17",2017,"Second Class","Craig Carreira","Consumer","United States","New York City","New York","East","TEC-AC-10000290","Technology","Accessories","Sabrent 4-Port USB 2.0 Hub",20.37,3,0,6.9258
"CA-2017-163139-260","12/1/17","12/3/17",2017,"Second Class","Craig Carreira","Consumer","United States","New York City","New York","East","OFF-ST-10002790","Office Supplies","Storage","Safco Industrial Shelving",221.55,3,0,6.6465
"CA-2017-163139-261","12/1/17","12/3/17",2017,"Second Class","Craig Carreira","Consumer","United States","New York City","New York","East","OFF-BI-10003460","Office Supplies","Binders","Acco 3-Hole Punch",17.52,5,0.2,6.132
"US-2017-155299-262","6/8/17","6/12/17",2017,"Standard Class","Dorris liebe","Corporate","United States","Pasadena","Texas","Central","OFF-AP-10002203","Office Supplies","Appliances","Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac",1.624,2,0.8,-4.466
"US-2014-106992-263","9/19/14","9/21/14",2014,"Second Class","Sean Braxton","Corporate","United States","Houston","Texas","Central","TEC-MA-10000822","Technology","Machines","Lexmark MX611dhe Monochrome Laser Printer",3059.982,3,0.4,-509.997
"US-2014-106992-264","9/19/14","9/21/14",2014,"Second Class","Sean Braxton","Corporate","United States","Houston","Texas","Central","TEC-MA-10003353","Technology","Machines","Xerox WorkCentre 6505DN Laser Multifunction Printer",2519.958,7,0.4,-251.9958
"CA-2016-125318-265","6/6/16","6/13/16",2016,"Standard Class","Roy Collins","Consumer","United States","Chicago","Illinois","Central","TEC-PH-10001433","Technology","Phones","Cisco Small Business SPA 502G VoIP phone",328.224,4,0.2,28.7196
"CA-2015-155040-266","11/10/15","11/15/15",2015,"Standard Class","Alan Hwang","Consumer","United States","Brentwood","California","West","TEC-AC-10004469","Technology","Accessories","Microsoft Sculpt Comfort Mouse",79.9,2,0,35.156
"CA-2017-136826-267","6/16/17","6/20/17",2017,"Standard Class","Claudia Bergmann","Corporate","United States","Chapel Hill","North Carolina","South","OFF-AR-10003602","Office Supplies","Art","Quartet Omega Colored Chalk, 12/Pack",14.016,3,0.2,4.7304
"CA-2016-111010-268","1/22/16","1/28/16",2016,"Standard Class","Paul Gonzalez","Consumer","United States","Morristown","New Jersey","East","OFF-FA-10003472","Office Supplies","Fasteners","Bagged Rubber Bands",7.56,6,0,0.3024
"US-2017-145366-269","12/9/17","12/13/17",2017,"Standard Class","Christine Abelman","Corporate","United States","Cincinnati","Ohio","East","OFF-ST-10004180","Office Supplies","Storage","Safco Commercial Shelving",37.208,1,0.2,-7.4416
"US-2017-145366-270","12/9/17","12/13/17",2017,"Standard Class","Christine Abelman","Corporate","United States","Cincinnati","Ohio","East","OFF-EN-10004386","Office Supplies","Envelopes","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591
"CA-2017-163979-271","12/28/17","1/2/18",2017,"Second Class","Kristen Hastings","Corporate","United States","San Francisco","California","West","OFF-ST-10003208","Office Supplies","Storage","Adjustable Depth Letter/Legal Cart",725.84,4,0,210.4936
"CA-2015-155334-272","7/30/15","7/31/15",2015,"First Class","Helen Andreada","Consumer","United States","San Francisco","California","West","TEC-AC-10003628","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",209.93,7,0,92.3692
"CA-2015-155334-273","7/30/15","7/31/15",2015,"First Class","Helen Andreada","Consumer","United States","San Francisco","California","West","FUR-FU-10003274","Furniture","Furnishings","Regeneration Desk Collection",5.28,3,0,2.3232
"CA-2015-155334-274","7/30/15","7/31/15",2015,"First Class","Helen Andreada","Consumer","United States","San Francisco","California","West","OFF-BI-10002557","Office Supplies","Binders","Presstex Flexible Ring Binders",10.92,3,0.2,4.095
"CA-2017-118136-275","9/16/17","9/17/17",2017,"First Class","Barry Blumstein","Corporate","United States","Inglewood","California","West","OFF-PA-10002615","Office Supplies","Paper","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0,4.0572
"CA-2017-118136-276","9/16/17","9/17/17",2017,"First Class","Barry Blumstein","Corporate","United States","Inglewood","California","West","OFF-AR-10001427","Office Supplies","Art","Newell 330",5.98,1,0,1.5548
"CA-2017-132976-277","10/13/17","10/17/17",2017,"Standard Class","Andrew Gjertsen","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-PA-10000673","Office Supplies","Paper","Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2,0.2,4.0768
"CA-2017-132976-278","10/13/17","10/17/17",2017,"Standard Class","Andrew Gjertsen","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-PA-10004470","Office Supplies","Paper","Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.9072
"CA-2017-132976-279","10/13/17","10/17/17",2017,"Standard Class","Andrew Gjertsen","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-ST-10000876","Office Supplies","Storage","Eldon Simplefile Box Office",59.712,6,0.2,5.9712
"CA-2017-132976-280","10/13/17","10/17/17",2017,"Standard Class","Andrew Gjertsen","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-LA-10002043","Office Supplies","Labels","Avery 489",24.84,3,0.2,8.694
"US-2015-161991-281","9/26/15","9/28/15",2015,"Second Class","Steven Cartwright","Consumer","United States","Houston","Texas","Central","OFF-BI-10004967","Office Supplies","Binders","Round Ring Binders",2.08,5,0.8,-3.432
"US-2015-161991-282","9/26/15","9/28/15",2015,"Second Class","Steven Cartwright","Consumer","United States","Houston","Texas","Central","TEC-PH-10001760","Technology","Phones","Bose SoundLink Bluetooth Speaker",1114.4,7,0.2,376.11
"CA-2015-130890-283","11/2/15","11/6/15",2015,"Standard Class","Jas O'Carroll","Consumer","United States","Los Angeles","California","West","FUR-TA-10002903","Furniture","Tables","Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942
"CA-2015-130883-284","9/26/15","10/2/15",2015,"Standard Class","Tracy Blumstein","Consumer","United States","Portland","Oregon","West","OFF-PA-10000474","Office Supplies","Paper","Easy-staple paper",141.76,5,0.2,47.844
"CA-2015-130883-285","9/26/15","10/2/15",2015,"Standard Class","Tracy Blumstein","Consumer","United States","Portland","Oregon","West","TEC-AC-10001956","Technology","Accessories","Microsoft Arc Touch Mouse",239.8,5,0.2,47.96
"CA-2015-130883-286","9/26/15","10/2/15",2015,"Standard Class","Tracy Blumstein","Consumer","United States","Portland","Oregon","West","OFF-PA-10004100","Office Supplies","Paper","Xerox 216",31.104,6,0.2,10.8864
"CA-2016-112697-287","12/18/16","12/20/16",2016,"Second Class","Alan Haines","Corporate","United States","Tamarac","Florida","South","OFF-BI-10000778","Office Supplies","Binders","GBC VeloBinder Electric Binding Machine",254.058,7,0.7,-169.372
"CA-2016-112697-288","12/18/16","12/20/16",2016,"Second Class","Alan Haines","Corporate","United States","Tamarac","Florida","South","OFF-AP-10002684","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316
"CA-2016-112697-289","12/18/16","12/20/16",2016,"Second Class","Alan Haines","Corporate","United States","Tamarac","Florida","South","OFF-SU-10000646","Office Supplies","Supplies","Premier Automatic Letter Opener",961.48,5,0.2,-204.3145
"CA-2016-110772-290","11/20/16","11/24/16",2016,"Second Class","Nick Zandusky","Home Office","United States","Columbus","Ohio","East","OFF-FA-10002983","Office Supplies","Fasteners","Advantus SlideClip Paper Clips",19.096,7,0.2,6.6836
"CA-2016-110772-291","11/20/16","11/24/16",2016,"Second Class","Nick Zandusky","Home Office","United States","Columbus","Ohio","East","OFF-LA-10004689","Office Supplies","Labels","Avery 512",18.496,8,0.2,6.2424
"CA-2016-110772-292","11/20/16","11/24/16",2016,"Second Class","Nick Zandusky","Home Office","United States","Columbus","Ohio","East","TEC-AC-10002001","Technology","Accessories","Logitech Wireless Gaming Headset G930",255.984,2,0.2,54.3966
"CA-2016-110772-293","11/20/16","11/24/16",2016,"Second Class","Nick Zandusky","Home Office","United States","Columbus","Ohio","East","FUR-BO-10004709","Furniture","Bookcases","Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032
"CA-2014-111451-294","12/26/14","12/28/14",2014,"First Class","Kelly Lampkin","Corporate","United States","Colorado Springs","Colorado","West","FUR-FU-10004091","Furniture","Furnishings","Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592
"CA-2014-111451-295","12/26/14","12/28/14",2014,"First Class","Kelly Lampkin","Corporate","United States","Colorado Springs","Colorado","West","FUR-CH-10001891","Furniture","Chairs","Global Deluxe Office Fabric Chairs",230.352,3,0.2,20.1558
"CA-2014-111451-296","12/26/14","12/28/14",2014,"First Class","Kelly Lampkin","Corporate","United States","Colorado Springs","Colorado","West","FUR-FU-10002918","Furniture","Furnishings","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",218.352,3,0.2,-24.5646
"CA-2014-111451-297","12/26/14","12/28/14",2014,"First Class","Kelly Lampkin","Corporate","United States","Colorado Springs","Colorado","West","OFF-BI-10004593","Office Supplies","Binders","Ibico Laser Imprintable Binding System Covers",78.6,5,0.7,-62.88
"CA-2014-111451-298","12/26/14","12/28/14",2014,"First Class","Kelly Lampkin","Corporate","United States","Colorado Springs","Colorado","West","OFF-FA-10004854","Office Supplies","Fasteners","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988
"CA-2016-142545-299","10/28/16","11/3/16",2016,"Standard Class","Jonathan Doherty","Corporate","United States","Belleville","New Jersey","East","OFF-PA-10002105","Office Supplies","Paper","Xerox 223",32.4,5,0,15.552
"CA-2016-142545-300","10/28/16","11/3/16",2016,"Standard Class","Jonathan Doherty","Corporate","United States","Belleville","New Jersey","East","OFF-ST-10002756","Office Supplies","Storage","Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0,10.8248
"CA-2016-142545-301","10/28/16","11/3/16",2016,"Standard Class","Jonathan Doherty","Corporate","United States","Belleville","New Jersey","East","OFF-PA-10004243","Office Supplies","Paper","Xerox 1939",56.91,3,0,27.3168
"CA-2016-142545-302","10/28/16","11/3/16",2016,"Standard Class","Jonathan Doherty","Corporate","United States","Belleville","New Jersey","East","FUR-FU-10001861","Furniture","Furnishings","Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024
"CA-2016-142545-303","10/28/16","11/3/16",2016,"Standard Class","Jonathan Doherty","Corporate","United States","Belleville","New Jersey","East","OFF-BI-10002706","Office Supplies","Binders","Avery Premier Heavy-Duty Binder with Round Locking Rings",14.28,1,0,6.5688
"US-2017-152380-304","11/19/17","11/23/17",2017,"Standard Class","Jonathan Howell","Consumer","United States","Chicago","Illinois","Central","FUR-TA-10002533","Furniture","Tables","BPI Conference Tables",219.075,3,0.5,-131.445
"CA-2015-144253-305","5/4/15","5/9/15",2015,"Second Class","Alan Schoenberger","Corporate","United States","New York City","New York","East","FUR-FU-10002671","Furniture","Furnishings","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",26.8,2,0,12.864
"CA-2014-130960-306","12/30/14","1/4/15",2014,"Standard Class","Ken Brennan","Corporate","United States","Taylor","Michigan","Central","OFF-AR-10003651","Office Supplies","Art","Newell 350",9.84,3,0,2.8536
"CA-2014-111003-307","6/1/14","6/6/14",2014,"Standard Class","Corey Roper","Home Office","United States","Lakewood","New Jersey","East","OFF-BI-10001072","Office Supplies","Binders","GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0,20.9208
"CA-2014-111003-308","6/1/14","6/6/14",2014,"Standard Class","Corey Roper","Home Office","United States","Lakewood","New Jersey","East","OFF-AR-10002135","Office Supplies","Art","Boston Heavy-Duty Trimline Electric Pencil Sharpeners",289.2,6,0,83.868
"CA-2017-126774-309","4/15/17","4/17/17",2017,"First Class","Shahid Hopkins","Consumer","United States","Arlington","Virginia","South","OFF-AR-10002804","Office Supplies","Art","Faber Castell Col-Erase Pencils",4.89,1,0,2.0049
"CA-2016-142902-310","9/12/16","9/14/16",2016,"Second Class","Ben Peterman","Corporate","United States","Arvada","Colorado","West","FUR-FU-10001918","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",15.136,4,0.2,3.5948
"CA-2016-142902-311","9/12/16","9/14/16",2016,"Second Class","Ben Peterman","Corporate","United States","Arvada","Colorado","West","FUR-CH-10004086","Furniture","Chairs","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",466.768,2,0.2,52.5114
"CA-2016-142902-312","9/12/16","9/14/16",2016,"Second Class","Ben Peterman","Corporate","United States","Arvada","Colorado","West","FUR-FU-10001756","Furniture","Furnishings","Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136
"CA-2016-142902-313","9/12/16","9/14/16",2016,"Second Class","Ben Peterman","Corporate","United States","Arvada","Colorado","West","OFF-LA-10000634","Office Supplies","Labels","Avery 509",6.264,3,0.2,2.0358
"CA-2014-120887-314","9/27/14","10/3/14",2014,"Standard Class","Thomas Seio","Corporate","United States","Hackensack","New Jersey","East","FUR-FU-10001588","Furniture","Furnishings","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0,37.6422
"CA-2014-167850-315","8/9/14","8/16/14",2014,"Standard Class","Andy Gerbode","Corporate","United States","Saint Petersburg","Florida","South","TEC-PH-10002398","Technology","Phones","AT&T 1070 Corded Phone",178.384,2,0.2,22.298
"CA-2014-167850-316","8/9/14","8/16/14",2014,"Standard Class","Andy Gerbode","Corporate","United States","Saint Petersburg","Florida","South","OFF-PA-10001937","Office Supplies","Paper","Xerox 21",15.552,3,0.2,5.4432
"CA-2014-164259-317","12/28/14","12/30/14",2014,"First Class","Sung Pak","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-AR-10003373","Office Supplies","Art","Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
"CA-2014-164973-318","11/4/14","11/9/14",2014,"Standard Class","Nathan Mautz","Home Office","United States","New York City","New York","East","FUR-CH-10002602","Furniture","Chairs","DMI Arturo Collection Mission-style Design Wood Chair",135.882,1,0.1,24.1568
"CA-2014-164973-319","11/4/14","11/9/14",2014,"Standard Class","Nathan Mautz","Home Office","United States","New York City","New York","East","TEC-MA-10002927","Technology","Machines","Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier",3991.98,2,0,1995.99
"CA-2014-164973-320","11/4/14","11/9/14",2014,"Standard Class","Nathan Mautz","Home Office","United States","New York City","New York","East","TEC-PH-10004093","Technology","Phones","Panasonic Kx-TS550",275.94,6,0,80.0226
"CA-2014-164973-321","11/4/14","11/9/14",2014,"Standard Class","Nathan Mautz","Home Office","United States","New York City","New York","East","TEC-AC-10000892","Technology","Accessories","NETGEAR N750 Dual Band Wi-Fi Gigabit Router",360,4,0,129.6
"CA-2014-164973-322","11/4/14","11/9/14",2014,"Standard Class","Nathan Mautz","Home Office","United States","New York City","New York","East","OFF-ST-10002974","Office Supplies","Storage","Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0,13.071
"CA-2014-156601-323","9/19/14","9/24/14",2014,"Standard Class","Frank Atkinson","Corporate","United States","Long Beach","California","West","OFF-FA-10000624","Office Supplies","Fasteners","OIC Binder Clips",7.16,2,0,3.58
"CA-2016-162138-324","4/23/16","4/27/16",2016,"Standard Class","Grace Kelly","Corporate","United States","Hesperia","California","West","OFF-BI-10004593","Office Supplies","Binders","Ibico Laser Imprintable Binding System Covers",251.52,6,0.2,81.744
"CA-2016-162138-325","4/23/16","4/27/16",2016,"Standard Class","Grace Kelly","Corporate","United States","Hesperia","California","West","TEC-AC-10001908","Technology","Accessories","Logitech Wireless Headset h800",99.99,1,0,34.9965
"CA-2017-153339-326","11/3/17","11/5/17",2017,"Second Class","Don Jones","Corporate","United States","Murfreesboro","Tennessee","South","FUR-FU-10001967","Furniture","Furnishings","Telescoping Adjustable Floor Lamp",15.992,1,0.2,0.9995
"US-2016-141544-327","8/30/16","9/1/16",2016,"First Class","Patrick O'Brill","Consumer","United States","Philadelphia","Pennsylvania","East","TEC-PH-10003645","Technology","Phones","Aastra 57i VoIP phone",290.898,3,0.4,-67.8762
"US-2016-141544-328","8/30/16","9/1/16",2016,"First Class","Patrick O'Brill","Consumer","United States","Philadelphia","Pennsylvania","East","OFF-ST-10000675","Office Supplies","Storage","File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389
"US-2016-141544-329","8/30/16","9/1/16",2016,"First Class","Patrick O'Brill","Consumer","United States","Philadelphia","Pennsylvania","East","FUR-CH-10003312","Furniture","Chairs","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",786.744,4,0.3,-258.5016
"US-2016-141544-330","8/30/16","9/1/16",2016,"First Class","Patrick O'Brill","Consumer","United States","Philadelphia","Pennsylvania","East","OFF-LA-10001074","Office Supplies","Labels","Round Specialty Laser Printer Labels",100.24,10,0.2,33.831
"US-2016-141544-331","8/30/16","9/1/16",2016,"First Class","Patrick O'Brill","Consumer","United States","Philadelphia","Pennsylvania","East","OFF-BI-10001524","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern",37.764,6,0.7,-27.6936
"US-2016-150147-332","4/25/16","4/29/16",2016,"Second Class","John Lucas","Consumer","United States","Philadelphia","Pennsylvania","East","TEC-PH-10004614","Technology","Phones","AT&T 841000 Phone",82.8,2,0.4,-20.7
"US-2016-150147-333","4/25/16","4/29/16",2016,"Second Class","John Lucas","Consumer","United States","Philadelphia","Pennsylvania","East","OFF-BI-10001153","Office Supplies","Binders","Ibico Recycled Grain-Textured Covers",20.724,2,0.7,-13.816
"US-2016-150147-334","4/25/16","4/29/16",2016,"Second Class","John Lucas","Consumer","United States","Philadelphia","Pennsylvania","East","OFF-BI-10001982","Office Supplies","Binders","Wilson Jones Custom Binder Spines & Labels",4.896,3,0.7,-3.4272
"CA-2015-137946-335","9/1/15","9/4/15",2015,"Second Class","Doug Bickford","Consumer","United States","Los Angeles","California","West","OFF-BI-10001922","Office Supplies","Binders","Storex Dura Pro Binders",4.752,1,0.2,1.6038
"CA-2015-137946-336","9/1/15","9/4/15",2015,"Second Class","Doug Bickford","Consumer","United States","Los Angeles","California","West","TEC-CO-10001449","Technology","Copiers","Hewlett Packard LaserJet 3310 Copier",959.984,2,0.2,335.9944
"CA-2015-137946-337","9/1/15","9/4/15",2015,"Second Class","Doug Bickford","Consumer","United States","Los Angeles","California","West","OFF-BI-10004140","Office Supplies","Binders","Avery Non-Stick Binders",14.368,4,0.2,4.49
"CA-2014-129924-338","7/12/14","7/17/14",2014,"Standard Class","Alyssa Crouse","Corporate","United States","San Francisco","California","West","OFF-BI-10003314","Office Supplies","Binders","Tuff Stuff Recycled Round Ring Binders",7.712,2,0.2,2.7956
"CA-2014-129924-339","7/12/14","7/17/14",2014,"Standard Class","Alyssa Crouse","Corporate","United States","San Francisco","California","West","FUR-TA-10004575","Furniture","Tables","Hon 5100 Series Wood Tables",698.352,3,0.2,-17.4588
"CA-2015-128167-340","6/22/15","6/26/15",2015,"Second Class","Ken Lonsdale","Consumer","United States","Layton","Utah","West","OFF-FA-10000490","Office Supplies","Fasteners","OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0,2.3312
"CA-2014-122336-341","4/13/14","4/17/14",2014,"Second Class","Jonathan Doherty","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-AR-10000122","Office Supplies","Art","Newell 314",17.856,4,0.2,1.116
"CA-2014-122336-342","4/13/14","4/17/14",2014,"Second Class","Jonathan Doherty","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-BI-10003656","Office Supplies","Binders","Fellowes PB200 Plastic Comb Binding Machine",509.97,10,0.7,-407.976
"CA-2014-122336-343","4/13/14","4/17/14",2014,"Second Class","Jonathan Doherty","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-FA-10002780","Office Supplies","Fasteners","Staples",30.992,13,0.2,10.0724
"CA-2014-122336-344","4/13/14","4/17/14",2014,"Second Class","Jonathan Doherty","Corporate","United States","Philadelphia","Pennsylvania","East","TEC-PH-10000702","Technology","Phones","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,12,0.4,8.3916
